"","...1","year","imdb","title","test","clean_test","binary","budget","domgross","intgross","code","budget_2013","domgross_2013","intgross_2013","period_code","decade_code","gross_2013","roi"
"161",161,2012,"tt1645170","The Dictator","notalk","notalk","FAIL",6.5e+07,59650222,179379532,"2012FAIL",65951507,60523416,182005391,1,1,242528807,3.67738082163915
"162",162,2012,"tt1764651","The Expendables 2","ok-disagree","ok","PASS",1e+08,85028192,311979256,"2012PASS",101463857,86272883,316546185,1,1,402819068,3.97007446700947
"163",163,2012,"tt1601913","The Grey","nowomen-disagree","nowomen","FAIL",2.5e+07,51580136,84339696,"2012FAIL",25365964,52335195,85574308,1,1,137909503,5.43679329514147
"164",164,2012,"tt0903624","The Hobbit: An Unexpected Journey","nowomen-disagree","nowomen","FAIL",2.5e+08,303003568,1014703568,"2012FAIL",253659641,307439106,1029557373,1,1,1336996479,5.27082855486656
"165",165,2012,"tt1392170","The Hunger Games","ok-disagree","ok","PASS",8e+07,408010692,684510692,"2012PASS",81171085,413983383,694530947,1,1,1108514330,13.6565173423517
"166",166,2012,"tt1649419","The Impossible","men","men","FAIL",4e+07,19019882,169590606,"2012FAIL",40585543,19298306,172073169,1,1,191371475,4.71526215628062
"167",167,2012,"tt1258972","The Man with the Iron Fists","notalk","notalk","FAIL",1.5e+07,15634090,21985095,"2012FAIL",15219578,15862951,22306925,1,1,38169876,2.50794575250378
"168",168,2012,"tt1560747","The Master","notalk-disagree","notalk","FAIL",37500000,16247159,25116740,"2012FAIL",38048946,16484994,25484413,1,1,41969407,1.10303730883899
"169",169,2012,"tt1430626","The Pirates! Band of Misfits","notalk","notalk","FAIL",5.5e+07,31051126,123056220,"2012FAIL",55805121,31505670,124857587,1,1,156363257,2.80195175994691
"170",170,2012,"tt1817273","The Place Beyond the Pines","notalk-disagree","notalk","FAIL",1.5e+07,21403519,47011449,"2012FAIL",15219578,21716836,47699629,1,1,69416465,4.56099801190283
"171",171,2012,"tt1673434","The Twilight Saga: Breaking Dawn - Part 2","dubious-disagree","dubious","FAIL",136200000,292324737,832660037,"2012FAIL",138193773,296603952,844848985,1,1,1141452937,8.25980007796733
"172",172,2012,"tt1606389","The Vow","ok","ok","PASS",8738320,125014030,197618160,"2012PASS",8866236,126844056,200511006,1,1,327355062,36.9215371663917
"173",173,2012,"tt1298649","The Watch","men","men","FAIL",5.5e+07,34353000,67353000,"2012FAIL",55805121,34855879,68338951,1,1,103194830,1.84920000442253
"174",174,2012,"tt1596365","The Woman in Black","notalk","notalk","FAIL",1.5e+07,54333290,128955898,"2012FAIL",15219578,55128651,130843627,1,1,185972278,12.2192795358715
"175",175,2012,"tt1840417","The Words","notalk","notalk","FAIL",6e+06,11494838,12132578,"2012FAIL",6087831,11663106,12310182,1,1,23973288,3.93790300683445
"176",176,2012,"tt1621045","Think Like a Man","ok","ok","PASS",1.2e+07,91547205,96155124,"2012PASS",12175663,92887325,97562697,1,1,190450022,15.6418604884186
"177",177,2012,"tt1859650","To Rome With Love","men-disagree","men","FAIL",21500000,16684352,74363777,"2012FAIL",21814729,16928587,75452356,1,1,92380943,4.23479672839392
"178",178,2012,"tt1386703","Total Recall","notalk-disagree","notalk","FAIL",1.25e+08,58877969,198615996,"2012FAIL",126829821,59739858,201523449,1,1,261263307,2.05995171277581
"179",179,2012,"tt1496025","Underworld: Awakening","ok","ok","PASS",7e+07,62321039,160379930,"2012PASS",71024700,63233330,162727662,1,1,225960992,3.18144239961591
"180",180,2012,"tt1655460","Wanderlust","ok","ok","PASS",32500000,17288155,24159934,"2012PASS",32975753,17541229,24513601,1,1,42054830,1.27532584320364
"181",181,2012,"tt1586265","What to Expect When You're Expecting","ok","ok","PASS",37500000,41152203,80652203,"2012PASS",38048946,41754612,81832836,1,1,123587448,3.24811751684265
"182",182,2012,"tt1870529","Won't Back Down","ok","ok","PASS",1.9e+07,5310554,5431486,"2012PASS",19278133,5388293,5510995,1,1,10899288,0.565370515910436
"183",183,2012,"tt1646987","Wrath of the Titans","notalk-disagree","notalk","FAIL",1.5e+08,83670083,301970083,"2012FAIL",152195785,84894893,306390492,1,1,391285385,2.57093443816463
"184",184,2012,"tt1772341","Wreck-It Ralph","ok-disagree","ok","PASS",1.65e+08,189412677,473412677,"2012PASS",167415363,192185407,480342759,1,1,672528166,4.01712336280632
"185",185,2012,"tt1790885","Zero Dark Thirty","ok-disagree","ok","PASS",52500000,95720716,137720716,"2012PASS",53268525,97121930,139736750,1,1,236858680,4.4465034464536
"186",186,2011,"tt1622547","30 Minutes or Less","notalk","notalk","FAIL",2.8e+07,37053924,40966716,"2011FAIL",28999342,38376408,42428850,1,1,80805258,2.78645143051866
"187",187,2011,"tt1306980","50/50","men-disagree","men","FAIL",8e+06,35016118,41334735,"2011FAIL",8285526,36265871,42810004,1,1,79075875,9.5438569621289
"188",188,2011,"tt1571222","A Dangerous Method","dubious","dubious","FAIL",2e+07,5702083,14807531,"2011FAIL",20713816,5905595,15336023,1,1,21241618,1.02548067434798
"189",189,2011,"tt1422136","A Lonely Place to Die","ok","ok","PASS",4e+06,NA,442550,"2011PASS",4142763,NA,458345,1,1,NA,NA
"190",190,2011,"tt1268799","A Very Harold & Kumar 3D Christmas","notalk","notalk","FAIL",2e+07,35061031,36265745,"2011FAIL",20713816,36312387,37560098,1,1,73872485,3.56633876635768
"191",191,2011,"tt1549572","Another Earth","ok","ok","PASS",175000,1321194,1781194,"2011PASS",181246,1368348,1844766,1,1,3213114,17.7279167540249
"192",192,2011,"tt1772240","Apollo 18","nowomen","nowomen","FAIL",5e+06,17686929,26517819,"2011FAIL",5178454,18318189,27464261,1,1,45782450,8.84094944166734
"193",193,2011,"tt1430607","Arthur Christmas","notalk","notalk","FAIL",8.5e+07,46462469,147624649,"2011FAIL",88033717,48120751,152893489,1,1,201014240,2.28337785623661
"194",194,2011,"tt1478964","Attack the Block","ok-disagree","ok","PASS",1.3e+07,1024175,5406422,"2011PASS",13463980,1060729,5599381,1,1,6660110,0.494661311142768
"195",195,2011,"tt1284575","Bad Teacher","ok-disagree","ok","PASS",1.9e+07,100292856,216412265,"2011PASS",19678125,103872387,224136189,1,1,328008576,16.6686905383516
"196",196,2011,"tt1217613","Battle: Los Angeles","notalk-disagree","notalk","FAIL",7e+07,83552429,212005201,"2011FAIL",72498355,86534481,219571833,1,1,306106314,4.22225185661109
"197",197,2011,"tt1152398","Beastly","notalk","notalk","FAIL",1.7e+07,27865571,38028230,"2011FAIL",17606743,28860115,39385487,1,1,68245602,3.87610598962
"198",198,2011,"tt1629705","Blackthorn","notalk","notalk","FAIL",4500000,200558,1249765,"2011FAIL",4660609,207716,1294370,1,1,1502086,0.322293931973268
"199",199,2011,"tt1478338","Bridesmaids","ok-disagree","ok","PASS",32500000,169106725,289263136,"2011PASS",33659951,175142277,299587165,1,1,474729442,14.1036878514767
"200",200,2011,"tt0458339","Captain America: The First Avenger","notalk-disagree","notalk","FAIL",1.4e+08,176654505,370569776,"2011FAIL",144996710,182959443,383795703,1,1,566755146,3.90874486738354
"201",201,2011,"tt1216475","Cars 2","men","men","FAIL",2e+08,191450875,560155383,"2011FAIL",207138157,198283907,580147769,1,1,778431676,3.75803129309488
"202",202,2011,"tt1684628","Circumstance","ok","ok","PASS",9e+05,454121,454121,"2011PASS",932122,470329,470329,1,1,940658,1.00915759954169
"203",203,2011,"tt1657507","Colombiana","notalk","notalk","FAIL",4e+07,36665854,71698079,"2011FAIL",41427631,37974487,74257040,1,1,112231527,2.70909835515335
"204",204,2011,"tt0816462","Conan the Barbarian","dubious-disagree","dubious","FAIL",2e+07,38264085,79114085,"2011FAIL",20713816,39629760,81937729,1,1,121567489,5.86890841359217
"205",205,2011,"tt1598778","Contagion","ok-disagree","ok","PASS",6e+07,75658097,137551594,"2011PASS",62141447,78358394,142460919,1,1,220819313,3.55349486792607
"206",206,2011,"tt1372686","Coriolanus","men","men","FAIL",1e+07,749641,1049641,"2011FAIL",10356908,776396,1087104,1,1,1863500,0.179928217958487
"207",207,2011,"tt0409847","Cowboys & Aliens","notalk","notalk","FAIL",1.63e+08,100240551,175910315,"2011FAIL",168817598,103818215,182188693,1,1,286006908,1.69417709639489
"208",208,2011,"tt1701990","Detention","ok","ok","PASS",1e+07,NA,NA,"2011PASS",10356908,NA,NA,1,1,NA,NA
"209",209,2011,"tt1650043","Diary of a Wimpy Kid: Rodrick Rules","notalk","notalk","FAIL",1.8e+07,52698535,73695194,"2011FAIL",18642434,54579387,76325433,1,1,130904820,7.02187386046264
"210",210,2011,"tt1564349","Dolphin Tale","men","men","FAIL",3.7e+07,72286779,96068724,"2011FAIL",38320559,74866751,99497492,1,1,174364243,4.5501487334775
"211",211,2011,"tt1462041","Dream House","ok","ok","PASS",5e+07,21302340,39932340,"2011PASS",51784539,22062637,41357557,1,1,63420194,1.22469360980504
"212",212,2011,"tt0780504","Drive","dubious-disagree","dubious","FAIL",1.5e+07,35060689,78054825,"2011FAIL",15535362,36312033,80840663,1,1,117152696,7.54103419025575
"213",213,2011,"tt1596343","Fast Five","ok-disagree","ok","PASS",1.25e+08,209837675,629841284,"2011PASS",129461348,217326947,652320815,1,1,869647762,6.7174316924307
"214",214,2011,"tt1622979","Final Destination 5","men","men","FAIL",4e+07,42587643,157887643,"2011FAIL",41427631,44107629,163522777,1,1,207630406,5.01188219041538
"215",215,2011,"tt1068242","Footloose","ok","ok","PASS",2.4e+07,51802742,63412773,"2011PASS",24856579,53651623,65676025,1,1,119327648,4.80064646064127
"216",216,2011,"tt1438176","Fright Night","dubious","dubious","FAIL",3e+07,18298649,40520649,"2011FAIL",31070724,18951742,41966863,1,1,60918605,1.96064324088489
"217",217,2011,"tt1133985","Green Lantern","notalk-disagree","notalk","FAIL",2e+08,116601172,231201172,"2011FAIL",207138157,120762760,239452924,1,1,360215684,1.73901172636194
"218",218,2011,"tt0480687","Hall Pass","men","men","FAIL",3.6e+07,45060734,83693266,"2011FAIL",37284868,46668987,86680344,1,1,133349331,3.57650001603868
"219",219,2011,"tt0993842","Hanna","ok","ok","PASS",3e+07,40259119,65343694,"2011PASS",31070724,41695999,67675862,1,1,109371861,3.52009373840146
"220",220,2011,"tt1201607","Harry Potter and the Deathly Hallows: Part 2","notalk-disagree","notalk","FAIL",1.25e+08,381011219,1328111219,"2011FAIL",129461348,394609809,1375512553,1,1,1770122362,13.6729795367186
"221",221,2011,"tt1506999","Haywire","nowomen-disagree","nowomen","FAIL",2.3e+07,18942396,22176190,"2011FAIL",23820888,19618465,22967676,1,1,42586141,1.78776462909359
"222",222,2011,"tt1403177","Hesher","notalk","notalk","FAIL",7e+06,382946,382946,"2011FAIL",7249836,396614,396614,1,1,793228,0.109413233623492
"223",223,2011,"tt1562568","Higher Ground","ok","ok","PASS",1800000,841056,859182,"2011PASS",1864243,871074,889847,1,1,1760921,0.944576967702172
"224",224,2011,"tt1640459","Hobo with a Shotgun","nowomen","nowomen","FAIL",3e+06,703372,834953,"2011FAIL",3107072,728476,864753,1,1,1593229,0.512775049950564
"225",225,2011,"tt1411704","Hop","men","men","FAIL",6.3e+07,108085305,184924333,"2011FAIL",65248520,111942955,191524428,1,1,303467383,4.65094661150935
"226",226,2011,"tt1499658","Horrible Bosses","ok","ok","PASS",3.5e+07,117538559,214538559,"2011PASS",36249178,121733603,222195609,1,1,343929212,9.48791754670961
"227",227,2011,"tt0970179","Hugo","dubious","dubious","FAIL",1.8e+08,73864507,185033215,"2011FAIL",186424342,76500789,191637196,1,1,268137985,1.43832067273704
"228",228,2011,"tt1464540","I Am Number Four","notalk","notalk","FAIL",5e+07,55100437,145982797,"2011FAIL",51784539,57067015,151193038,1,1,208260053,4.02166470961535
"229",229,2011,"tt1253864","Immortals","men","men","FAIL",7.5e+07,83504017,211562435,"2011FAIL",77676809,86484341,219113265,1,1,305597606,3.93421936269292
"230",230,2011,"tt1637688","In Time","notalk","notalk","FAIL",3.5e+07,37553932,170064664,"2011FAIL",36249178,38894261,176134406,1,1,215028667,5.93195980885415
"231",231,2011,"tt1606618","Iris","ok","ok","PASS",5500000,5580479,15155021,"2011PASS",5696299,5779651,15695916,1,1,21475567,3.77009124696579
"232",232,2011,"tt1410063","Jin ling shi san chai","ok","ok","PASS",1e+08,311434,93721434,"2011PASS",103569079,322549,97066426,1,1,97388975,0.940328676669993
"233",233,2011,"tt1634122","Johnny English Reborn","dubious","dubious","FAIL",4.5e+07,8305970,164539660,"2011FAIL",46606085,8602417,170412210,1,1,179014627,3.84101404355247
"234",234,2011,"tt1640484","Jumping the Broom","ok","ok","PASS",7e+06,37295394,38158601,"2011PASS",7249836,38626496,39520511,1,1,78147007,10.7791413488526
"235",235,2011,"tt1564367","Just Go with It","dubious","dubious","FAIL",8e+07,103028109,214974953,"2011FAIL",82855263,106705263,222647578,1,1,329352841,3.97503826642853
"236",236,2011,"tt1788391","Kill List","dubious","dubious","FAIL",8e+05,29063,462206,"2011FAIL",828553,30100,478703,1,1,508803,0.614086244331986
"237",237,2011,"tt1448755","Killer Elite","nowomen","nowomen","FAIL",7e+07,25124986,57777106,"2011FAIL",72498355,26021717,59839216,1,1,85860933,1.18431560274712
"238",238,2011,"tt1302011","Kung Fu Panda 2","ok","ok","PASS",1.5e+08,165249063,664837547,"2011PASS",155353618,171146932,688566122,1,1,859713054,5.53391073261004
"239",239,2011,"tt1508675","Le Havre","dubious","dubious","FAIL",5500000,611709,13480196,"2011FAIL",5696299,633541,13961315,1,1,14594856,2.56216466165136
"240",240,2011,"tt1758692","Like Crazy","ok-disagree","ok","PASS",250000,3395391,3731489,"2011PASS",258923,3516575,3864669,1,1,7381244,28.5074867817845
"241",241,2011,"tt1219289","Limitless","notalk","notalk","FAIL",2.7e+07,79249455,169739455,"2011FAIL",27963651,82077930,175797590,1,1,257875520,9.22181155815455
"242",242,2011,"tt0466893","Margaret","ok","ok","PASS",1.4e+07,47185,47185,"2011PASS",14499671,48869,48869,1,1,97738,0.00674070466840248
"243",243,2011,"tt1615147","Margin Call","notalk-disagree","notalk","FAIL",3400000,5353586,17872206,"2011FAIL",3521349,5544660,18510079,1,1,24054739,6.83111472336312
"244",244,2011,"tt1305591","Mars Needs Moms","dubious","dubious","FAIL",1.5e+08,21392758,39549758,"2011FAIL",155353618,22156282,40961320,1,1,63117602,0.406283437827628
"245",245,2011,"tt1441326","Martha Marcy May Marlene","ok","ok","PASS",1e+06,2981038,3531038,"2011PASS",1035691,3087434,3657064,1,1,6744498,6.51207551287015
"246",246,2011,"tt1527186","Melancholia","ok","ok","PASS",9400000,3030848,18044073,"2011PASS",9735493,3139021,18688080,1,1,21827101,2.24201291090241
"247",247,2011,"tt1605783","Midnight in Paris","ok","ok","PASS",3e+07,56816662,154816662,"2011PASS",31070724,58844493,160342190,1,1,219186683,7.0544440161742
"248",248,2011,"tt1229238","Mission: Impossible - Ghost Protocol","notalk-disagree","notalk","FAIL",1.45e+08,209397903,694713230,"2011FAIL",150175164,216871479,719508092,1,1,936379571,6.23524919872903
"249",249,2011,"tt1210166","Moneyball","notalk","notalk","FAIL",5e+07,75605492,111174374,"2011FAIL",51784539,78303911,115142275,1,1,193446186,3.73559733726702
"250",250,2011,"tt1396218","Mr. Popper's Penguins","notalk","notalk","FAIL",5.5e+07,68224452,189624452,"2011FAIL",56962993,70659436,196392298,1,1,267051734,4.68816190890812
"251",251,2011,"tt1598822","New Year's Eve","ok","ok","PASS",2.6e+07,54544638,143663899,"2011PASS",26927960,56491379,148791377,1,1,205282756,7.62340541206983
"252",252,2011,"tt1411238","No Strings Attached","ok","ok","PASS",2.5e+07,70662220,149228078,"2011PASS",25892270,73184210,154554145,1,1,227738355,8.795611779114
"253",253,2011,"tt1720182","October Baby","ok","ok","PASS",1e+06,5355847,5355847,"2011PASS",1035691,5547001,5547001,1,1,11094002,10.7116910352605
"254",254,2011,"tt1637706","Our Idiot Brother","ok","ok","PASS",5e+06,24814830,25861249,"2011PASS",5178454,25700491,26784257,1,1,52484748,10.1352156454417
"255",255,2011,"tt1778304","Paranormal Activity 3","ok","ok","PASS",5e+06,104028807,207039844,"2011PASS",5178454,107741677,214429259,1,1,322170936,62.2137294258093
"256",256,2011,"tt1092026","Paul","ok","ok","PASS",4e+07,37412945,100179814,"2011PASS",41427631,38748242,103755310,1,1,142503552,3.439818994236
"257",257,2011,"tt1298650","Pirates of the Caribbean: On Stranger Tides","notalk","notalk","FAIL",2.5e+08,241063875,1043663875,"2011FAIL",258922697,249667634,1080913060,1,1,1330580694,5.13891099319115
"258",258,2011,"tt0822847","Priest","notalk-disagree","notalk","FAIL",6e+07,29136626,84154026,"2011FAIL",62141447,30176535,87157549,1,1,117334084,1.8881775314952
"259",259,2011,"tt0448694","Puss in Boots","notalk","notalk","FAIL",1.3e+08,149260504,554987477,"2011FAIL",134639802,154587729,574795417,1,1,729383146,5.41729217635065
"260",260,2011,"tt1192628","Rango","notalk-disagree","notalk","FAIL",1.35e+08,123257581,245504574,"2011FAIL",139818256,127656741,254266825,1,1,381923566,2.73157151953033
"261",261,2011,"tt0433035","Real Steel","notalk","notalk","FAIL",1.1e+08,85463309,293237309,"2011FAIL",113925987,88513562,303703179,1,1,392216741,3.44273287709151
"262",262,2011,"tt1486185","Red Riding Hood","ok","ok","PASS",4.2e+07,37662162,90300442,"2011PASS",43499013,39006354,93523336,1,1,132529690,3.0467286694528
"263",263,2011,"tt0873886","Red State","ok","ok","PASS",4e+06,1065429,1065429,"2011PASS",4142763,1103455,1103455,1,1,2206910,0.532714519271317
"264",264,2011,"tt1498569","Restless","ok","ok","PASS",8e+06,163753,2818394,"2011PASS",8285526,169597,2918985,1,1,3088582,0.372768367391521
"265",265,2011,"tt1436562","Rio","notalk","notalk","FAIL",9e+07,143619809,487519809,"2011FAIL",93212171,148745713,504919774,1,1,653665487,7.01266240220926
"266",266,2011,"tt1318514","Rise of the Planet of the Apes","notalk","notalk","FAIL",9.3e+07,176760185,482860185,"2011FAIL",96319243,183068895,500093845,1,1,683162740,7.0926921632887
"267",267,2011,"tt1723811","Shame","notalk","notalk","FAIL",6500000,4002293,10781688,"2011FAIL",6731990,4145138,11166495,1,1,15311633,2.27445866675381
"268",268,2011,"tt1541995","Snow Flower and the Secret Fan","ok","ok","PASS",6e+06,1348205,11348205,"2011PASS",6214145,1396324,11753231,1,1,13149555,2.11606826039624
"269",269,2011,"tt1596346","Soul Surfer","ok","ok","PASS",1.8e+07,43853424,47158652,"2011PASS",18642434,45418587,48841781,1,1,94260368,5.05622645626639
"270",270,2011,"tt0945513","Source Code","notalk-disagree","notalk","FAIL",3.2e+07,54712227,140428499,"2011FAIL",33142105,56664949,145440503,1,1,202105452,6.09814771874025
"271",271,2011,"tt0999913","Straw Dogs","ok","ok","PASS",2.5e+07,10324441,11253821,"2011PASS",25892270,10692928,11655479,1,1,22348407,0.863130463261815
"272",272,2011,"tt0978764","Sucker Punch","ok-disagree","ok","PASS",7.5e+07,36392502,89758389,"2011PASS",77676809,37691379,92961937,1,1,130653316,1.6820118859414
"273",273,2011,"tt1650062","Super 8","ok-disagree","ok","PASS",5e+07,127004179,260095987,"2011PASS",51784539,131537058,269379017,1,1,400916075,7.74200336127353
"274",274,2011,"tt1675192","Take Shelter","ok","ok","PASS",4750000,1728953,3128953,"2011PASS",4919531,1790661,3240628,1,1,5031289,1.0227172061727
"275",275,2011,"tt1385826","The Adjustment Bureau","dubious-disagree","dubious","FAIL",50200000,62495645,127793502,"2011FAIL",51991677,64726164,132354553,1,1,197080717,3.79062050643221
"276",276,2011,"tt0983193","The Adventures of Tintin","notalk","notalk","FAIL",1.3e+08,77591831,373993951,"2011FAIL",134639802,80361144,387342089,1,1,467703233,3.47373678550121
"277",277,2011,"tt1655442","The Artist","notalk-disagree","notalk","FAIL",1.6e+07,44667095,128256712,"2011FAIL",16571053,46261299,132834295,1,1,179095594,10.8077376857101
"278",278,2011,"tt1412386","The Best Exotic Marigold Hotel","ok","ok","PASS",1e+07,46383639,134729347,"2011PASS",10356908,48039108,139537943,1,1,187577051,18.1112983720624
"279",279,2011,"tt1259521","The Cabin in the Woods","dubious-disagree","dubious","FAIL",3e+07,42073277,70768144,"2011FAIL",31070724,43574905,73293915,1,1,116868820,3.76138064887062
